Front;Back;Tags
O que é **Modelos de Física**?;PINNs (Physics-Informed Neural Networks) resolvem EDPs com redes neurais;conhecimento-geral,matematica
O que é **Controle ótimo**?;conexão entre dinâmica de gradiente e equações de Hamilton-Jacobi;conhecimento-geral,matematica
O que é **sub-VP-SDE**?;variante com menor variância;conhecimento-geral,matematica
O que é **proposição**?;sentença declarativa que pode ser verdadeira (V) ou falsa (F), mas não ambas;conhecimento-geral,matematica
O que é **Leis de De Morgan**?;$\neg(p \land q) \equiv \neg p \lor \neg q$ e $\neg(p \lor q) \equiv \neg p \land \neg q$;conhecimento-geral,matematica
O que é **Dupla negação**?;$\neg(\neg p) \equiv p$;conhecimento-geral,matematica
O que é **Distributividade**?;$p \land (q \lor r) \equiv (p \land q) \lor (p \land r)$;conhecimento-geral,matematica
O que é **Contrapositiva**?;$p \to q \equiv \neg q \to \neg p$;conhecimento-geral,matematica
O que é **Exportação**?;$(p \land q) \to r \equiv p \to (q \to r)$;conhecimento-geral,matematica
O que é **SAT solvers**?;resolvem problemas de satisfatibilidade booleana, usados em verificação formal e planejamento automático;conhecimento-geral,matematica
O que é **Provers automáticos**?;sistemas como o Prolog usam resolução para inferência lógica;conhecimento-geral,matematica
O que é **Raciocínio simbólico**?;modelos neuro-simbólicos combinam redes neurais com lógica formal para raciocínio estruturado;conhecimento-geral,matematica
O que é **conjunto**?;coleção bem-definida de objetos distintos, chamados **elementos**;conhecimento-geral,matematica
O que é **Interseção**?;$A \cap B = \{x : x \in A \text{ e } x \in B\}$;conhecimento-geral,matematica
O que é **Diferença**?;$A \setminus B = \{x : x \in A \text{ e } x \notin B\}$;conhecimento-geral,matematica
O que é **Complemento**?;$\overline{A} = U \setminus A$ (onde $U$ é o conjunto universo);conhecimento-geral,matematica
O que é **Produto cartesiano**?;$A \times B = \{(a, b) : a \in A, b \in B\}$;conhecimento-geral,matematica
O que é **Conjunto das partes**?;$\mathcal{P}(A) = \{X : X \subseteq A\}$, com $|\mathcal{P}(A)| = 2^{|A|}$;conhecimento-geral,matematica
O que é **Diferença simétrica**?;$A \Delta B = (A \setminus B) \cup (B \setminus A)$;conhecimento-geral,matematica
O que é **Comutatividade**?;$A \cup B = B \cup A$, $A \cap B = B \cap A$;conhecimento-geral,matematica
O que é **Associatividade**?;$(A \cup B) \cup C = A \cup (B \cup C)$;conhecimento-geral,matematica
O que é **Absorção**?;$A \cup (A \cap B) = A$, $A \cap (A \cup B) = A$;conhecimento-geral,matematica
O que é **Embeddings**?;cada embedding é um ponto em $\mathbb{R}^d$, e conjuntos de embeddings são processados por operações de similaridade;conhecimento-geral,matematica
O que é **Bancos de dados**?;operações sobre conjuntos são a base da álgebra relacional (SQL);conhecimento-geral,matematica
O que é **Feature selection**?;seleção de subconjuntos ótimos de features;conhecimento-geral,matematica
O que é **Modelagem de conhecimento**?;ontologias e grafos de conhecimento usam teoria de conjuntos para representar relações;conhecimento-geral,matematica
O que é **permutação**?;arranjo ordenado de objetos distintos;conhecimento-geral,matematica
O que é **Permutação simples**?;$P(n) = n!$ maneiras de ordenar $n$ objetos distintos;conhecimento-geral,matematica
O que é **Permutação de $k$ elementos dentre $n$**?;$P(n, k) = \frac{n!}{(n-k)!}$;conhecimento-geral,matematica
O que é **Permutação com repetição**?;$\frac{n!}{n_1! n_2! \cdots n_k!}$ onde $n_1 + n_2 + \cdots + n_k = n$;conhecimento-geral,matematica
O que é **combinação**?;seleção não-ordenada de objetos;conhecimento-geral,matematica
O que é **Combinação de $k$ elementos dentre $n$**?;$\binom{n}{k} = \frac{n!}{k!(n-k)!}$;conhecimento-geral,matematica
O que é **Combinação com repetição**?;$\binom{n + k - 1}{k} = \binom{n + k - 1}{n - 1}$;conhecimento-geral,matematica
O que é **Identidade de Pascal**?;$\binom{n}{k} = \binom{n-1}{k-1} + \binom{n-1}{k}$;conhecimento-geral,matematica
O que é **Soma das linhas**?;$\sum_{k=0}^n \binom{n}{k} = 2^n$;conhecimento-geral,matematica
O que é **Soma alternada**?;$\sum_{k=0}^n (-1)^k \binom{n}{k} = 0$;conhecimento-geral,matematica
O que é **Teoria da amostragem**?;combinações determinam o número de possíveis subconjuntos de treinamento;conhecimento-geral,matematica
O que é **Arquiteturas de redes neurais**?;o número de arquiteturas possíveis cresce combinatorialmente com o número de camadas e neurônios;conhecimento-geral,matematica
O que é **Algoritmos de busca**?;o espaço de busca em problemas NP-completos é combinatorial;conhecimento-geral,matematica
O que é **Regularização**?;seleção de subconjuntos de features é um problema combinatorial;conhecimento-geral,matematica
O que é **Grafo não-direcionado**?;arestas são pares não-ordenados $\{u, v\}$;conhecimento-geral,matematica
O que é **Grafo ponderado**?;cada aresta tem um peso associado $w: E \to \mathbb{R}$;conhecimento-geral,matematica
O que é **Vizinhança**?;$N(v) = \{u \in V : \{u, v\} \in E\}$;conhecimento-geral,matematica
O que é **Grau**?;$\deg(v) = |N(v)|$ (em grafos direcionados: grau de entrada e saída);conhecimento-geral,matematica
O que é **Subgrafo**?;$G' = (V', E')$ com $V' \subseteq V$ e $E' \subseteq E$;conhecimento-geral,matematica
O que é **Árvore**?;grafo conexo sem ciclos;conhecimento-geral,matematica
O que é **Grafo planar**?;pode ser desenhado sem arestas se cruzando;conhecimento-geral,matematica
O que é **Grafo regular**?;todos os vértices têm o mesmo grau;conhecimento-geral,matematica
O que é **Matriz de adjacência**?;$A_{ij} = 1$ se $(i, j) \in E$, $0$ caso contrário;conhecimento-geral,matematica
O que é **Lista de adjacência**?;para cada vértice, uma lista de seus vizinhos;conhecimento-geral,matematica
O que é **árvore**?;grafo conexo e acíclico;conhecimento-geral,matematica
O que é **Algoritmo de Kruskal**?;$O(E \log V)$;conhecimento-geral,matematica
O que é **Algoritmo de Prim**?;$O(E + V \log V)$;conhecimento-geral,matematica
O que é **Passeio**?;sequência alternada de vértices e arestas;conhecimento-geral,matematica
O que é **Trilha**?;passeio sem arestas repetidas;conhecimento-geral,matematica
O que é **Caminho**?;trilha sem vértices repetidos;conhecimento-geral,matematica
O que é **Ciclo**?;caminho fechado (vértice inicial = final);conhecimento-geral,matematica
O que é **Dijkstra**?;$O(E + V \log V)$ para pesos não-negativos;conhecimento-geral,matematica
O que é **Bellman-Ford**?;$O(VE)$ para pesos quaisquer;conhecimento-geral,matematica
O que é **Floyd-Warshall**?;$O(V^3)$ para todos os pares;conhecimento-geral,matematica
O que é **Teorema das 4 cores**?;todo grafo planar tem $\chi(G) \leq 4$;conhecimento-geral,matematica
O que é **Coloração de mapas**?;problema clássico de coloração de grafos planares;conhecimento-geral,matematica
O que é **Coloração de arestas**?;atribuição de cores a arestas sem conflitos nos vértices;conhecimento-geral,matematica
O que é **Redes neurais**?;grafos computacionais (TensorFlow/PyTorch) são DAGs;conhecimento-geral,matematica
O que é **Redes sociais**?;análise de comunidades, influência, centralidade;conhecimento-geral,matematica
O que é **Sistemas de recomendação**?;bipartido usuário-item, random walks;conhecimento-geral,matematica
O que é **Grafos de conhecimento**?;estruturas RDF, inferência em knowledge bases;conhecimento-geral,matematica
O que é **Rede de citações**?;grafos direcionados para impacto científico;conhecimento-geral,matematica
O que é **GNNs (Graph Neural Networks)**?;aprendizado profundo em dados estruturados como grafos;conhecimento-geral,matematica
O que é **PageRank**?;algoritmo de caminhada aleatória em grafos da web;conhecimento-geral,matematica
O que é **Roteamento**?;menor caminho em redes de computadores;conhecimento-geral,matematica
O que é **Reflexiva**?;$\forall a \in A, (a, a) \in R$;conhecimento-geral,matematica
O que é **Antissimétrica**?;$(a, b) \in R \land (b, a) \in R \implies a = b$;conhecimento-geral,matematica
O que é **Transitiva**?;$(a, b) \in R \land (b, c) \in R \implies (a, c) \in R$;conhecimento-geral,matematica
O que é **reflexiva, simétrica e transitiva**?;**relação de equivalência**;conhecimento-geral,matematica
O que é **reflexiva, antissimétrica e transitiva**?;**ordem parcial**;conhecimento-geral,matematica
O que é **Injetora**?;$f(a_1) = f(a_2) \implies a_1 = a_2$;conhecimento-geral,matematica
O que é **Sobrejetora**?;$\forall b \in B, \exists a \in A, f(a) = b$;conhecimento-geral,matematica
O que é **Bijetora**?;injetora e sobrejetora;conhecimento-geral,matematica
O que é **Funções de ativação**?;funções $f: \mathbb{R} \to \mathbb{R}$ como ReLU, sigmoid, tanh;conhecimento-geral,matematica
O que é **Funções de perda**?;$L: \mathbb{R}^n \times \mathbb{R}^n \to \mathbb{R}$ mapeiam previsão e alvo a um escalar;conhecimento-geral,matematica
O que é **Relações de equivalência**?;usadas em agrupamento (clustering) para particionar dados;conhecimento-geral,matematica
O que é **Ordens parciais**?;relações de dominância em otimização multi-objetivo (Pareto);conhecimento-geral,matematica
O que é **Dividir para conquistar**?;$T(n) = aT(n/b) + f(n)$ (analisada pelo Teorema Mestre);conhecimento-geral,matematica
O que é **Quicksort**?;$T(n) = T(k) + T(n-k-1) + O(n)$, caso médio $T(n) = O(n \log n)$;conhecimento-geral,matematica
O que é **Pilhas/filas**?;sequências com regras de inserção/remoção;conhecimento-geral,matematica
O que é **Árvores**?;grafos acíclicos com hierarquia (árvores binárias, AVL, B-trees);conhecimento-geral,matematica
O que é **Tabelas hash**?;funções $h: \text{chave} \to \text{índice}$, colisões resolvidas com listas encadeadas;conhecimento-geral,matematica
O que é **Grafos**?;listas/matrizes de adjacência para representar redes;conhecimento-geral,matematica
O que é **Heaps**?;árvores binárias com propriedade de ordenação parcial;conhecimento-geral,matematica
O que é **Guloso**?;seleção da escolha ótima local (MST de Kruskal, Huffman coding);conhecimento-geral,matematica
O que é **Divisão e conquista**?;particionar problemas recursivamente (merge sort, quicksort);conhecimento-geral,matematica
O que é **Programação dinâmica**?;memoização de subproblemas sobrepostos (caminho mínimo, knapsack);conhecimento-geral,matematica
O que é **Busca em grafos**?;DFS (pilha), BFS (fila), A* (fila de prioridade);conhecimento-geral,matematica
O que é **Backtracking**?;busca exaustiva com poda (SAT, N-rainhas);conhecimento-geral,matematica
O que é **Árvores de decisão**?;particionamento recursivo do espaço de features baseado em entropia discreta;conhecimento-geral,matematica
O que é **Random Forest**?;conjunto de árvores de decisão — combinatória de bootstrap aggregation;conhecimento-geral,matematica
O que é **KNN**?;métricas de distância em espaços discretos, contagem de vizinhos;conhecimento-geral,matematica
O que é **Algoritmos genéticos**?;operadores genéticos atuam em representações discretas (cromossomos binários);conhecimento-geral,matematica
O que é **Feature engineering**?;seleção combinatorial de features;conhecimento-geral,matematica
O que é **RSA**?;baseado na dificuldade de fatoração de números primos grandes;conhecimento-geral,matematica
O que é **Diffie-Hellman**?;logaritmo discreto em grupos finitos;conhecimento-geral,matematica
O que é **Criptografia de curva elíptica**?;estruturas algébricas discretas (grupos abelianos finitos);conhecimento-geral,matematica
O que é **Hash functions**?;funções de compressão que mapeiam entradas arbitrárias a saídas de tamanho fixo;conhecimento-geral,matematica
O que é **Quantização**?;representação discreta de pesos contínuos para eficiência computacional;conhecimento-geral,matematica
O que é **Discrete bottlenecks**?;modelos VQ-VAE usam representações latentes discretas;conhecimento-geral,matematica
O que é **Redes neurais binárias**?;pesos e ativações são $\{-1, +1\}$ ou $\{0, 1\}$;conhecimento-geral,matematica
O que é **Differentiable sorting**?;operações de ordenação diferenciáveis para aprendizado combinatorial;conhecimento-geral,matematica
O que é **NP-completo**?;problemas mais difíceis em NP (SAT, clique, caixeiro viajante);conhecimento-geral,matematica
O que é **NP-difícil**?;pelo menos tão difíceis quanto NP-completo;conhecimento-geral,matematica
O que é **EXPTIME**?;problemas resolvíveis em tempo exponencial;conhecimento-geral,matematica
O que é **experimento aleatório**?;processo cujo resultado não pode ser previsto com certeza;conhecimento-geral,matematica
O que é **Consistência**?;$\hat{\theta}_{\text{MLE}} \xrightarrow{p} \theta^*$ (converge para o valor verdadeiro);conhecimento-geral,matematica
O que é **Eficiência assimptótica**?;atinge o limite inferior de Cramér-Rao;conhecimento-geral,matematica
O que é **Normalidade assimptótica**?;$\sqrt{n}(\hat{\theta}_{\text{MLE}} - \theta) \xrightarrow{d} \mathcal{N}(0, \mathcal{I}(\theta)^{-1})$;conhecimento-geral,matematica
O que é **Invarância**?;se $\hat{\theta}$ é MLE de $\theta$, então $g(\hat{\theta})$ é MLE de $g(\theta)$;conhecimento-geral,matematica
O que é **MLE**?;$\hat{\theta} = \arg\max_\theta p(\mathcal{D} \mid \theta)$ (apenas dados);conhecimento-geral,matematica
O que é **MAP**?;$\hat{\theta} = \arg\max_\theta p(\theta \mid \mathcal{D}) = \arg\max_\theta [\log p(\mathcal{D} \mid \theta) + \log p(\theta)]$ (regularização implícita);conhecimento-geral,matematica
O que é **Bayes pleno**?;usa toda a distribuição posterior $p(\theta \mid \mathcal{D})$ (incerteza total);conhecimento-geral,matematica
O que é **Ridge (L2)**?;$\mathbf{w} \sim \mathcal{N}(0, \lambda^{-1}\mathbf{I})$ — prior Gaussiano → MAP = minimizar MSE + $\lambda \|\mathbf{w}\|^2$;conhecimento-geral,matematica
O que é **Lasso (L1)**?;$\mathbf{w} \sim \text{Laplace}(0, \lambda^{-1})$ — prior Laplaceano → MAP = minimizar MSE + $\lambda \|\mathbf{w}\|_1$;conhecimento-geral,matematica
O que é **Entropia**?;$H(X) = -\sum_x p(x) \log p(x)$ — incerteza de $X$;conhecimento-geral,matematica
O que é **Entropia cruzada**?;$H(p, q) = -\sum_x p(x) \log q(x)$ — perda em classificação;conhecimento-geral,matematica
